https://raw.githubusercontent.com/anudeepND/blacklist/master/adservers.txt,ads,ads_anudeep.rpz,"License: MIT License (https://github.com/anudeepND/blacklist/blob/master/LICENSE); Source: AnudeepND (https://github.com/anudeepND/blacklist)"
https://raw.githubusercontent.com/bigdargon/hostsVN/master/hosts,ads,ads_bigdargon.rpz,"License: MIT License (https://github.com/bigdargon/hostsVN/blob/master/LICENSE); Source: BigDargon (https://github.com/bigdargon/hostsVN)"
https://raw.githubusercontent.com/FadeMind/hosts.extras/master/UncheckyAds/hosts,ads,ads_fademind_uncheckyads.rpz,"License: MIT License (https://github.com/FadeMind/hosts.extras/blob/master/LICENSE); Source: FadeMind (https://github.com/FadeMind/hosts.extras)"
https://raw.githubusercontent.com/hagezi/dns-blocklists/main/adblock/anti.piracy.txt,ads,ads_hagezi_anti.piracy.rpz,"License: GNU GPL v3.0 (https://github.com/hagezi/dns-blocklists/blob/main/LICENSE); Source: Hagezi DNS Blocklists (https://github.com/hagezi/dns-blocklists)"
https://raw.githubusercontent.com/hagezi/dns-blocklists/main/adblock/blocklist-referral-native.txt,ads,ads_hagezi_blocklist_referral_native.rpz,"License: GNU GPL v3.0 (https://github.com/hagezi/dns-blocklists/blob/main/LICENSE); Source: Hagezi DNS Blocklists (https://github.com/hagezi/dns-blocklists)"
https://raw.githubusercontent.com/hagezi/dns-blocklists/main/adblock/doh.txt,ads,ads_hagezi_doh.rpz,"License: GNU GPL v3.0 (https://github.com/hagezi/dns-blocklists/blob/main/LICENSE); Source: Hagezi DNS Blocklists (https://github.com/hagezi/dns-blocklists)"
https://raw.githubusercontent.com/hagezi/dns-blocklists/main/adblock/doh-vpn-proxy-bypass.txt,ads,ads_hagezi_doh_vpn_proxy_bypass.rpz,"License: GNU GPL v3.0 (https://github.com/hagezi/dns-blocklists/blob/main/LICENSE); Source: Hagezi DNS Blocklists (https://github.com/hagezi/dns-blocklists)"
https://raw.githubusercontent.com/hagezi/dns-blocklists/main/adblock/native.samsung.txt,ads,ads_hagezi_native.samsung.rpz,"License: GNU GPL v3.0 (https://github.com/hagezi/dns-blocklists/blob/main/LICENSE); Source: Hagezi DNS Blocklists (https://github.com/hagezi/dns-blocklists)"
https://raw.githubusercontent.com/hagezi/dns-blocklists/main/adblock/popupads.txt,ads,ads_hagezi_popupads.rpz,"License: GNU GPL v3.0 (https://github.com/hagezi/dns-blocklists/blob/main/LICENSE); Source: Hagezi DNS Blocklists (https://github.com/hagezi/dns-blocklists)"
https://raw.githubusercontent.com/hagezi/dns-blocklists/main/adblock/pro.mini.txt,ads,ads_hagezi_pro.mini.rpz,"License: GNU GPL v3.0 (https://github.com/hagezi/dns-blocklists/blob/main/LICENSE); Source: Hagezi DNS Blocklists (https://github.com/hagezi/dns-blocklists)"
